PAPER ID,TITLE,DISCIPLINE,PAPER TYPE,STUDENT LEVEL,SEX,NATIVENESS,TEXTUAL FEATURES
BIO.G0.06.1,Global Reproductive Strategies of Tursiops and Stenella (Family Delphinidae),Biology,Report,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Literature review section,  Reference to sources"
BIO.G0.07.1,Complementation Between Histidine-Requiring Mutants of Saccharomyces Cerevisiae,Biology,Report,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
BIO.G0.09.1,Nest Selection In Weaver Birds,Biology,Report,Final Year Undergraduate,Male,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
BIO.G0.11.3,Fungal Eye Infections Due to ReNu MoistureLoc,Biology,Report,Final Year Undergraduate,Male,NS,Reference to sources
BIO.G0.12.2,Lab Report 2: Plant Biodiversity ,Biology,Report,Final Year Undergraduate,Female,NS,"Definitions,  Discussion of results section,  Reference to sources"
BIO.G0.13.1,Malaria Disease and Transmission,Biology,Report,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
BIO.G0.16.1,Role of Leptin in Cardiovascular Disease,Biology,Report,Final Year Undergraduate,Male,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
BIO.G0.18.1,Mammal Diversification,Biology,Report,Final Year Undergraduate,Male,NS,"Abstract,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.19.1,Malaria Disease and Transmission,Biology,Report,Final Year Undergraduate,Female,NS, 
BIO.G0.20.1,A Case for a US International Anti-Malaria Program,Biology,Report,Final Year Undergraduate,Male,NS,"Definitions,  Reference to sources"
BIO.G0.24.1,Varying Infectivity of Diplostomum Flexicaudum in Fish Species of Douglas Lake,Biology,Report,Final Year Undergraduate,Female,NS,"Abstract,  Discussion of results section,  Methodology section,  Definitions,  Problem-solution pattern,  Reference to sources"
BIO.G0.25.1,Malaria in the Twenty-first Century,Biology,Report,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
BIO.G0.26.1,"Case Analysis for Jean ""Redhorse"" Osceola ",Biology,Report,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Discussion of results section,  Reference to sources"
BIO.G0.29.1,Sexual Selection and Male Sacrifice:  From Darwin until Now,Biology,Report,Final Year Undergraduate,Female,NS,Reference to sources
BIO.G0.30.1,Assessing selection hypotheses for the CCR5-delta32 mutation in Europeans,Biology,Report,Final Year Undergraduate,Male,NS,"Discussion of results section,  Reference to sources"
BIO.G0.32.1,Mangrove Deforestation,Biology,Report,Final Year Undergraduate,Male,NS,Reference to sources
BIO.G1.03.1,Dispersal: a Review and Synthesis,Biology,Report,First Year Graduate,Female,NS,"Discussion of results section,  Reference to sources"
BIO.G1.06.1,Temp effects on nitrogen mineralization,Biology,Report,First Year Graduate,Female,NS,"Discussion of results section,  Reference to sources"
BIO.G2.02.1,Modularity and the Evolution of Complex Systems,Biology,Report,Second Year Graduate,Female,NS,Reference to sources
BIO.G2.07.1,Biofuels and Biodiversity,Biology,Report,Second Year Graduate,Male,NS,"Definitions,  Problem-solution pattern,  Reference to sources"
BIO.G0.02.6,Genetic Analysis of Drosophila Melanogaster Mutants: To Determine Inheritance and Linkage Patterns,Biology,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.03.1,Lab 3: Plant Competition,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.03.2,The Effects of Motor Oil on Aquatic Insect Predation,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Reference to sources"
BIO.G0.03.3,Comparison of Hypothesis Testing in a High vs. Low-impact Journal,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.04.2,Drosophila Lab Report,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.04.3,Conjugation Lab Report,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Discussion of results section,  Tables, graphs or figures"
BIO.G0.07.2,"Plasmid Transfer, Genetic Stability and Nisin Resistance in Lactococci",Biology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
BIO.G0.07.3,Genetic Analysis of a Mutant Strain of Drosophila Melanogaster,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.08.1,Analysis of a Mutant Strain of Drosophila,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.10.1,Bacterial Conjugation and Gene Mapping in E. Coli,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section"
BIO.G0.10.2,Drosophila Melanogaster Genetic Analysis Experiment,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures"
BIO.G0.11.2,Mapping of Genes in a Mutant Strain of Drosophila Melanogaster,Biology,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section"
BIO.G0.12.1,The Effect of Initial Carbon Dioxide Concentration on the Rate of Photosynthesis in the Aquatic Plant Elodea,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.14.1,Mapping of Unknown Mutations in Drosophila Melanogaster,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures"
BIO.G0.17.1,Effects of Protein Deficiency on Organ Size in Mus Musculus,Biology,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.21.1,Prevalence of Haemosporidians in Birds of Northern Michigan,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
BIO.G0.22.1,Trunk Forking in Acer Saccharum: a Phototropic Response to Forest Canopy Gaps,Biology,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.23.1,Drosophila Melanogaster lab report,Biology,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures"
BIO.G0.27.1,Small Mammal Response to Post-fire Forest Succession in Northern Lower Michigan,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
BIO.G0.28.1,Niche Partitioning in Bats,Biology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
BIO.G1.05.1,Inferring Swimming Mode from Skeletal Proportions in Fossil Pinnipedimorphs,Biology,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G2.01.1,Relationships and Biogeography of Antillean Cichlids,Biology,Research Paper,Second Year Graduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
BIO.G2.04.1,Polyphyly of the Old World Vultures and Phylogenetic Placement of Gypohierax Angolensis (Aves: Accipitridae) Inferred from Mitochondrial DNA,Biology,Research Paper,Second Year Graduate,Female,NS,"Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
BIO.G3.01.1,Do Programming-Oriented Environments Provide Favorable Growing Conditions for Hypotheses?,Biology,Research Paper,Third Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
BIO.G0.31.1, Neurobiology Disease Explanation to a Parent,Biology,Response Paper,Final Year Undergraduate,Male,NS,Reference to sources
CEE.G3.04.3,Dish-Washing as a Multi-Actor Prisoner's Dilemma,Civil & Environmental Engineering,Argumentative Essay,Third Year Graduate,Male,NS,"Tables, graphs or figures"
CEE.G0.01.1,Mix Proportioning and Fresh Concrete Properties,Civil & Environmental Engineering,Report,Final Year Undergraduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
CEE.G0.02.1,Assessment of Candidate Michigan Aggregate,Civil & Environmental Engineering,Report,Final Year Undergraduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
CEE.G0.05.2,Design development for the Wight-Green Building,Civil & Environmental Engineering,Report,Final Year Undergraduate,Female,NS, 
CEE.G0.05.3,Schematic design of the Wight-Green Building,Civil & Environmental Engineering,Report,Final Year Undergraduate,Female,NS, 
CEE.G1.01.1,Oral Bioavailability Evaluation of Soil-Borne Chemicals Using In Vitro Bioavailability Tests,Civil & Environmental Engineering,Report,First Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Literature review section,  Reference to sources"
CEE.G1.03.1,Dundee Wastewater Treatment Plant: a Brief Examination,Civil & Environmental Engineering,Report,First Year Graduate,Female,NS,"Discussion of results section,  Tables, graphs or figures,  Reference to sources"
CEE.G1.04.1,Use of Reinforced Concrete Shear Walls in Steel Framed Buildings,Civil & Environmental Engineering,Report,First Year Graduate,Male,NS,"Methodology section,  Tables, graphs or figures,  Reference to sources"
CEE.G1.05.1,Analysis and Design of Composite Steel-Concrete Columns,Civil & Environmental Engineering,Report,First Year Graduate,Male,NS,"Definitions,  Abstract,  Tables, graphs or figures,  Reference to sources"
CEE.G1.06.1,Worker Ergonomic Analysis,Civil & Environmental Engineering,Report,First Year Graduate,Male,NS,"Tables, graphs or figures"
CEE.G1.07.1,Reinforced Concrete Design Term Project,Civil & Environmental Engineering,Report,First Year Graduate,Male,NS,"Abstract,  Literature review section,  Tables, graphs or figures,  Problem-solution pattern,  Reference to sources"
CEE.G1.07.2,The State of Finite Element Modeling of Fiber Reinforced Cement Composites,Civil & Environmental Engineering,Report,First Year Graduate,Male,NS,"Abstract,  Reference to sources"
CEE.G1.09.1,Durability of Reinforced Concrete ,Civil & Environmental Engineering,Report,First Year Graduate,Male,NS, 
CEE.G1.10.1,Seismic Design For Tunnels and Underground Infrastructure,Civil & Environmental Engineering,Report,First Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Reference to sources"
CEE.G1.10.2,Soil Improvement: Designing with Tensar Geogrids,Civil & Environmental Engineering,Report,First Year Graduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
CEE.G2.01.1,Sustainability of the Internal Combustion Engine,Civil & Environmental Engineering,Report,Second Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Reference to sources"
CEE.G3.04.1,Managing CAFOs: Regulatory and Grassroots Control,Civil & Environmental Engineering,Report,Third Year Graduate,Male,NS,Reference to sources
CEE.G3.04.2,International Law and Environmental Policy,Civil & Environmental Engineering,Report,Third Year Graduate,Male,NS,"Definitions,  Literature review section,  Reference to sources"
CEE.G0.01.2,Self-Compacting Concrete and Fresh Concrete Properties,Civil & Environmental Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
CEE.G0.01.3,Gradation Analysis and Permeability Tests ,Civil & Environmental Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Methodology section,  Tables, graphs or figures,  Discussion of results section"
CEE.G0.03.1,Glacier Way Dam Site Soils Evaluation,Civil & Environmental Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Discussion of results section,  Methodology section,  Problem-solution pattern"
CEE.G0.04.1,Gradation Analyses and Permeability Tests for Glacier Way dam project,Civil & Environmental Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
CEE.G0.05.1,Relative density testing for foundation soil of punch presses,Civil & Environmental Engineering,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
CEE.G0.06.1,Characteristics of Concrete Aggregates,Civil & Environmental Engineering,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
CEE.G3.03.1,Contaminant Transport in Constructed Wetlands for Urban Stormwater Management,Civil & Environmental Engineering,Research Paper,Third Year Graduate,Female,NS,"Definitions,  Abstract,  Tables, graphs or figures,  Reference to sources"
ECO.G0.03.1,Economics of the Illicit-Drug Market,Economics,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ECO.G2.07.3,Decentralization and water pollution,Economics,Critique/Evaluation,Second Year Graduate,Female,NS, 
ECO.G2.07.1,Shotgun marriages in the US,Economics,Proposal,Second Year Graduate,Female,NS, 
ECO.G0.02.1,Analysis of the Microsoft Case,Economics,Report,Final Year Undergraduate,Female,NS, 
ECO.G0.02.2,The Lysine Cartel and Collusion Theory,Economics,Report,Final Year Undergraduate,Female,NS,"Abstract,  Reference to sources"
ECO.G0.07.1,U.S. Health Insurance,Economics,Report,Final Year Undergraduate,Female,NS,Reference to sources
ECO.G1.02.2,Malaysia and 1997 Asian Financial Crisis,Economics,Report,First Year Graduate,Female,NS,Reference to sources
ECO.G2.02.1,Evasion Technologies and Optimal Audits,Economics,Report,Second Year Graduate,Male,NS,"Definitions,  Tables, graphs or figures,  Methodology section,  Literature review section,  Reference to sources"
ECO.G2.03.1,Debt and Labor Supply,Economics,Report,Second Year Graduate,Male,NS,Reference to sources
ECO.G0.06.1,Family Size and Educational Attainment in Costa Rica,Economics,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
ECO.G0.08.1,Transportation Costs and the Non-Agricultural Sector in 19th Century Brazil,Economics,Research Paper,Final Year Undergraduate,Male,NS,"Literature review section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
ECO.G1.01.1,Pooled Signals: The Effect of Competitive Admissions Processes on College Choice,Economics,Research Paper,First Year Graduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
ECO.G1.02.1,Correlation between Straits Times Industrial Index (STI) with Other Key Financial Stock Indexes ,Economics,Research Paper,First Year Graduate,Female,NS,"Abstract,  Methodology section,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
ECO.G2.05.1,"Outsourcing Clerical Jobs, an Exploratory Analysis",Economics,Research Paper,Second Year Graduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
ECO.G3.02.1,"On the Covariance Structure of Changes in Consumption in the Health and Retirement
          Study",Economics,Research Paper,Third Year Graduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
ECO.G2.07.2,Myth and Reality of Flat Tax Reform in Russia,Economics,Response Paper,Second Year Graduate,Female,NS, 
EDU.G0.08.1,Jim Colbert Final Paper,Education,Argumentative Essay,Final Year Undergraduate,Female,NS, 
EDU.G2.02.1,Student Informed Reform,Education,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
EDU.G2.03.1,Diversifying Communities of Practice in Higher Education,Education,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
EDU.G3.03.3,American Education: A Force for Democracy and Integration?,Education,Argumentative Essay,Third Year Graduate,Female,NS,Reference to sources
EDU.G0.19.1,Strategies for Learning Grammar and Vocabulary,Education,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
EDU.G1.07.1,"Proficiency, Differentiation, and Universal Education",Education,Critique/Evaluation,First Year Graduate,Male,NS,Reference to sources
EDU.G1.09.1,A Critique of the Spellings Report,Education,Critique/Evaluation,First Year Graduate,Female,NS,"Problem-solution pattern,  Reference to sources"
EDU.G2.04.1,Beyond Cognitive Skills to Enactment in Sociocultural Contexts,Education,Critique/Evaluation,Second Year Graduate,Female,NS,Reference to sources
EDU.G0.06.3,"Lesson plan: Pepper, Spoons, and Static Electricity",Education,Proposal,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures"
EDU.G1.01.1,"Perspective on Textual Production, Student Collaboration, and Social Networking Sites",Education,Proposal,First Year Graduate,Male,NS,"Methodology section,  Problem-solution pattern,  Literature review section,  Reference to sources"
EDU.G1.11.1,Rethinking Academic Writing About Sexualized Violence,Education,Proposal,First Year Graduate,Female,NS,"Discussion of results section,  Methodology section,  Problem-solution pattern,  Literature review section,  Reference to sources"
EDU.G3.01.1,Schools and the development of national identity in young children: A justification for comparison,Education,Proposal,Third Year Graduate,Female,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
EDU.G0.01.1,Learning In Economics,Education,Report,Final Year Undergraduate,Male,NS, 
EDU.G0.03.1,School Study: Abbott Middle School,Education,Report,Final Year Undergraduate,Female,NS,Reference to sources
EDU.G0.05.1,5th Grade Science Lesson,Education,Report,Final Year Undergraduate,Female,NS, 
EDU.G0.06.1,Analysis of student discussions (5th grade),Education,Report,Final Year Undergraduate,Female,NS, 
EDU.G0.07.1,Personal Reflection of a Learning Difficulty,Education,Report,Final Year Undergraduate,Female,NS, 
EDU.G0.09.1,Classroom study: Abbott Middle School,Education,Report,Final Year Undergraduate,Female,NS,Reference to sources
EDU.G0.10.1,Analysis of 7 UP video,Education,Report,Final Year Undergraduate,Female,NS, 
EDU.G0.11.1,Student development report: Willow Run High School,Education,Report,Final Year Undergraduate,Female,NS, 
EDU.G0.12.1,Abbott Middle School Analysis,Education,Report,Final Year Undergraduate,Male,NS, 
EDU.G0.13.1,Teaching in the Field Reflection,Education,Report,Final Year Undergraduate,Female,NS,"Tables, graphs or figures"
EDU.G0.17.1,Reflection on teaching experience from perspective of Educational Psychology,Education,Report,Final Year Undergraduate,Female,NS,Definitions
EDU.G1.04.1,Engaging Commuters in the Teaching and Learning Environment,Education,Report,First Year Graduate,Female,NS,"Literature review section,  Reference to sources"
EDU.G1.06.1,Lesson Adaptation Paper for Special Needs Student,Education,Report,First Year Graduate,Female,NS, 
EDU.G1.08.1,Higher education benefits,Education,Report,First Year Graduate,Female,NS,Reference to sources
EDU.G1.10.1,"Separatism, Americanization, and Catholic Schools",Education,Report,First Year Graduate,Male,NS,Reference to sources
EDU.G1.12.1,Professional Development for Child Care Providers,Education,Report,First Year Graduate,Female,NS,"Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
EDU.G3.03.1,The History of American Education: Two Viewpoints,Education,Report,Third Year Graduate,Female,NS,Reference to sources
EDU.G3.03.2,The Intentions of the Progressive Reformers: Good or Bad?,Education,Report,Third Year Graduate,Female,NS,Reference to sources
EDU.G3.03.4,The Unintended Consequences of Reform,Education,Report,Third Year Graduate,Female,NS, 
EDU.G3.03.5,Immigration and Americanization: Then and Now,Education,Report,Third Year Graduate,Female,NS, 
EDU.G3.03.6,Curriculum Changes in the Progressive Era and Great Depression,Education,Report,Third Year Graduate,Female,NS,Reference to sources
EDU.G3.03.7,A Turbulent Decade in the Lives of Three American Families,Education,Report,Third Year Graduate,Female,NS,Reference to sources
EDU.G3.04.1,Growing Trend of Part-time Faculty at Community Colleges,Education,Report,Third Year Graduate,Female,NS,"Definitions,  Tables, graphs or figures,  Literature review section,  Reference to sources"
EDU.G1.03.1,Access to graduate education among women of color,Education,Research Paper,First Year Graduate,Female,NS,"Tables, graphs or figures,  Discussion of results section,  Definitions,  Problem-solution pattern,  Literature review section,  Reference to sources"
EDU.G0.02.1,Lesson plan evaluation,Education,Response Paper,Final Year Undergraduate,Female,NS, 
EDU.G0.04.1,Observations from interview with math student,Education,Response Paper,Final Year Undergraduate,Female,NS,"Discussion of results section,  Reference to sources"
EDU.G0.06.2,Learning and Professional Growth,Education,Response Paper,Final Year Undergraduate,Female,NS, 
EDU.G0.14.1,Math methods final reflection,Education,Response Paper,Final Year Undergraduate,Female,NS, 
EDU.G0.16.1,Lesson reflection (class on cloud types),Education,Response Paper,Final Year Undergraduate,Female,NS, 
EDU.G0.20.1,1st grade teaching report,Education,Response Paper,Final Year Undergraduate,Male,NS, 
ENG.G0.02.1,The Vicar of Wakefield as a Failed Morality Story,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.03.1,HIV-AIDS Funding,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.03.2,William Faulkner's As I Lay Dying,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.04.1,The Absolute Necessity of College Level Writing Courses,English,Argumentative Essay,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
ENG.G0.05.1,People or Property?,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.06.2,A (Solitary) Place For Fantasy in Reality,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.06.3,Human-Animal Nature in H.G. Wells and Edgar Allen Poe        ,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.07.1,Effects of digital age on children's literature,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.09.2,"Historical Places, Violent Spaces: ",English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.11.1,Bloom & Martha: Are You Not Happy in Your Home?,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.12.1,Women in Beowulf,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.13.1,The Love Covenant,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.14.1,James Joyce: A Portrait of the Artist as a Young Man,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.15.1,Anna Karenina,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.17.1,The Grey Zone of Shame,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.19.2,Paper on Invisible Man for an American Lit course,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.20.1,Autonomy in Robinson Crusoe,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.21.1,Elevated Language in Beowulf,English,Argumentative Essay,Final Year Undergraduate,Male,NS, 
ENG.G0.22.1,Autumnal Imagery in Austen's Persuasion,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.23.1,Milton's Relativism ,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.24.1,Contradiction and Religious Critique: The Pardoner in The Canterbury Tales,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.25.1,Sexualized Violence and Identity in Achy Obejas' Memory Mambo,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.26.2,Comparison of Hermia in A Midsummer Night's Dream and Jessica in TheMerchant of Venice,English,Argumentative Essay,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
ENG.G0.27.1,The Representation of Jesus and Women in the Gospel of Mark,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.28.1,Bloom the Critic in Joyce's Ulysses,English,Argumentative Essay,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
ENG.G0.29.1,Good People Breaking Rules,English,Argumentative Essay,Final Year Undergraduate,Male,NS,"Definitions,  Reference to sources"
ENG.G0.32.1,"Slavery in ""Robinson Crusoe""",English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.34.1,The Law of Love,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.35.1,"""Less is More: Courtship in Twelfth Night""",English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.35.2,"""Andrew Marvell's Definition of Love""",English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.37.1,The Last Paper I Ever Wrote in College,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.39.2,The Image of Mary,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.40.1,Deep Sleep And The Inability To Exist In Works of Fantasy,English,Argumentative Essay,Final Year Undergraduate,Male,NS, 
ENG.G0.41.1,Anti-Aristotelian Kane,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.41.3,Classical and Modern Representations in O'Neill,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.42.2,Sexuality in Ancient Greece,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.43.1,Margery Kempe's Self-Fashioning: Visioning Herself in God,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.44.1,Eve's Understanding of Natural Patriarchy in Paradise Lost,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.45.1,Charity in Sir Thornhill,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.46.1,"With Magic Comes Power: Exploring Marlowe's ""Doctor Faustus"" and Shakespeare's ""The Tempest""",English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.49.1,The Purgatory of the Postmodern,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
